gmina id,gmina name,latitude,longitude,avg income,% PiS Votes,registered voters,ballots counted,powiat,wojewodztwo
1465011,Warszawa,52.22844695,21.04326964,2248,25.76917212,1347174,872139,Warszawa,mazowieckie
1261011,Krak¢w,50.05689362,20.00743815,1415,31.01097119,581920,326765,Krak¢w,ma?opolskie
1061011,?¢d?,51.76722087,19.47868414,1117,24.91785175,537027,295198,?¢d?,?¢dzkie
264011,Wroc?aw,51.13599983,17.00228183,1419,27.30663848,483101,255480,Wroc?aw,dolno?l?skie
3064011,Pozna?,52.40253733,16.90442676,1450,22.42683862,400123,221770,Pozna?,wielkopolskie
2261011,Gda?sk,54.3475719,18.66366344,1302,25.44867245,350930,207111,Gda?sk,pomorskie
3262011,Szczecin,53.42082326,14.63417147,1021,28.08916823,299744,153059,Szczecin,zachodniopomorskie
461011,Bydgoszcz,53.13731073,18.05078456,997,28.91614181,265875,138293,Bydgoszcz,kujawsko-pomorskie
663011,Lublin,51.21337028,22.54745877,1035,37.64685959,265190,141717,Lublin,lubelskie
2469011,Katowice,50.22103934,19.01756503,1333,25.56894007,230031,113149,Katowice,?l?skie
2061011,Bia?ystok,53.12820536,23.16309844,951,35.97690021,223193,116711,Bia?ystok,podlaskie
2262011,Gdynia,54.51049856,18.47848438,1326,22.26269023,187546,109277,Gdynia,pomorskie
2464011,Cz?stochowa,50.80303091,19.12703344,970,28.13925994,178815,96424,Cz?stochowa,?l?skie
1463011,Radom,51.40974994,21.1679564,849,41.6578588,165853,84205,Radom,mazowieckie
2475011,Sosnowiec,50.27207214,19.18560594,1005,25.45256243,162878,79768,Sosnowiec,?l?skie
2661011,Kielce,50.85640931,20.61379435,1049,32.58324889,156058,85857,Kielce,?wi?tokrzyskie
463011,Toru?,53.02042465,18.61250904,1021,23.94187057,151257,79409,Toru?,kujawsko-pomorskie
1863011,Rzesz¢w,50.02341154,21.97701411,1041,39.02158788,145841,78331,Rzesz¢w,podkarpackie
2466011,Gliwice,50.30000978,18.63679224,1208,26.8165531,140027,68096,Gliwice,?l?skie
2461011,Bielsko-Bia?a,49.80954893,19.0355463,1185,32.94242156,134062,69922,Bielsko-Bia?a,?l?skie
2862011,Olsztyn,53.7815972,20.46395219,1091,26.08744999,131306,70486,Olsztyn,warmi?sko-mazurskie
2478011,Zabrze,50.31867462,18.79372941,874,27.72580772,130616,50884,Zabrze,?l?skie
2462011,Bytom,50.36694285,18.87532314,791,28.10770412,122221,49506,Bytom,?l?skie
862011,Zielona G¢ra,51.92582057,15.52412266,1260,21.10297006,106839,58551,Zielona G¢ra,lubuskie
2472011,Ruda ?l?ska,50.25926296,18.87071953,971,33.29690882,106795,47587,Ruda ?l?ska,?l?skie
2473011,Rybnik,50.09344709,18.53751071,990,35.12052535,106351,49948,Rybnik,?l?skie
1661011,Opole,50.67102124,17.91985213,1206,22.25821203,100425,52484,Opole,opolskie
2477011,Tychy,50.12438267,19.00035013,1193,31.51266478,98919,49231,Tychy,?l?skie
2465011,D?browa G¢rnicza,50.35860057,19.30598793,1035,26.52445857,96499,49083,D?browa G¢rnicza,?l?skie
1462011,P?ock,52.53338193,19.71579929,1137,32.23225602,95547,50496,P?ock,mazowieckie
861011,Gorz¢w Wielkopolski,52.7339349,15.20899794,853,28.32956147,94912,46838,Gorz¢w Wielkopolski,lubuskie
2861011,Elbl?g,54.20045097,19.44899278,901,29.60914626,93107,43034,Elbl?g,warmi?sko-mazurskie
1263011,Tarn¢w,50.02937288,20.9752672,858,40.9922524,90003,42852,Tarn¢w,ma?opolskie
464011,W?oc?awek,52.65776383,19.04962294,815,29.96242725,87723,40721,W?oc?awek,kujawsko-pomorskie
265011,Wa?brzych,50.7854213,16.28918644,776,24.81311244,87603,39596,Wa?brzych,dolno?l?skie
3261011,Koszalin,54.20014592,16.21383349,1003,22.91359066,83677,42669,Koszalin,zachodniopomorskie
2463011,Chorz¢w,50.29171138,18.96034293,948,22.27555508,81141,37292,Chorz¢w,?l?skie
3061011,Kalisz,51.74159421,18.07499603,1111,26.9409669,79797,40418,Kalisz,wielkopolskie
262011,Legnica,51.20372427,16.17639582,934,31.18469339,76674,35697,Legnica,dolno?l?skie
2468011,Jaworzno,50.20370949,19.28696178,1065,34.32768234,72683,35333,Jaworzno,?l?skie
2263011,S?upsk,54.46381442,17.03802551,904,27.25111985,70957,32817,S?upsk,pomorskie
462011,Grudzi?dz,53.47060964,18.78185215,749,25.24032536,70243,32456,Grudzi?dz,kujawsko-pomorskie
2467011,Jastrz?bie-Zdr¢j,49.95883681,18.61115699,919,39.67857034,69719,32791,Jastrz?bie-Zdr¢j,?l?skie
1262011,Nowy S?cz,49.60472891,20.70945205,889,43.20765335,65879,35540,Nowy S?cz,ma?opolskie
261011,Jelenia G¢ra,50.86380705,15.70603298,892,24.10752058,63239,30729,Jelenia G¢ra,dolno?l?skie
3062011,Konin,52.25026229,18.26761855,939,34.85568874,60041,29866,Konin,wielkopolskie
1464011,Siedlce,52.16297558,22.27271627,1030,46.44095841,59969,31427,Siedlce,mazowieckie
1062011,Piotrk¢w Trybunalski,51.41273234,19.72050164,930,33.07898873,58959,30536,Piotrk¢w Trybunalski,?¢dzkie
1418043,Piaseczno,52.04514965,21.00377807,2091,24.63435201,58549,34391,piaseczy?ski,mazowieckie
3017011,Ostr¢w Wielkopolski,51.64703788,17.81892897,907,35.18413974,58045,30113,ostrowski,wielkopolskie
407011,Inowroc?aw,52.78300511,18.24545927,827,25.21557167,58028,27717,inowroc?awski,kujawsko-pomorskie
211011,Lubin,51.39382176,16.19694102,1326,33.01843882,57258,28581,lubi?ski,dolno?l?skie
3019011,Pi?a,53.13972978,16.75360593,953,24.59670485,57256,29073,pilski,wielkopolskie
2470011,Mys?owice,50.19710099,19.15544649,1085,26.99911478,57035,30501,Mys?owice,?l?skie
2607011,Ostrowiec ?wi?tokrzyski,50.94878046,21.39821785,721,30.38729667,56757,25820,ostrowiecki,?wi?tokrzyskie
2063011,Suwa?ki,54.10584619,22.94100295,751,35.81561742,54036,24319,Suwa?ki,podlaskie
3003011,Gniezno,52.52751373,17.61051095,801,24.36998353,53946,28531,gnie?nie?ski,wielkopolskie
203011,G?og¢w,51.66611023,16.05530718,1099,32.61908432,52942,25948,g?ogowski,dolno?l?skie
3214011,Stargard,53.31140507,15.00325679,819,23.73831776,52510,26215,stargardzki,zachodniopomorskie
1008021,Pabianice,51.66386922,19.3618192,866,30.32344016,52462,27022,pabianicki,?¢dzkie
664011,Zamo??,50.72229712,23.26084775,750,42.84093774,52392,23802,Zamo??,lubelskie
662011,Che?m,51.13838029,23.48499208,735,35.53648069,52044,24465,Che?m,lubelskie
2474011,Siemianowice ?l?skie,50.3202058,19.03076588,939,24.04190791,51901,25389,Siemianowice ?l?skie,?l?skie
1862011,Przemy?l,49.78003098,22.78860667,695,36.19402985,50138,23584,Przemy?l,podkarpackie
1016011,Tomasz¢w Mazowiecki,51.51876677,20.01758663,798,39.30910282,49821,24432,tomaszowski,?¢dzkie
3063011,Leszno,51.83943501,16.57922914,1086,22.5810235,49381,25579,Leszno,wielkopolskie
1818011,Stalowa Wola,50.57106499,22.02417836,776,48.7394958,49193,22729,stalowowolski,podkarpackie
1811011,Mielec,50.27946062,21.48945856,931,44.01586766,48857,23696,mielecki,podkarpackie
2062011,?om?a,53.17875032,22.06504745,812,43.11275577,48707,22970,?om?a,podlaskie
2413041,Tarnowskie G¢ry,50.46491244,18.84552628,1060,28.50943628,48589,24427,tarnog¢rski,?l?skie
1603011,K?dzierzyn-Ko?le,50.34871899,18.23510095,903,27.2870809,47539,21534,k?dzierzy?sko-kozielski,opolskie
2479011,?ory,50.03527722,18.6991896,945,38.39034377,46908,23446,?ory,?l?skie
1421021,Pruszk¢w,52.17202294,20.808464,1408,29.30668621,46580,25919,pruszkowski,mazowieckie
1001011,Be?chat¢w,51.35968453,19.37001063,1402,40.09508716,46389,23978,be?chatowski,?¢dzkie
1607053,Nysa,50.44444897,17.3649663,730,28.83007077,46345,21762,nyski,opolskie
2805011,E?k,53.81897934,22.35622237,636,32.67071789,46316,19418,e?cki,warmi?sko-mazurskie
219011,?widnica,50.85083897,16.49065298,966,26.01928684,45816,22295,?widnicki,dolno?l?skie
661011,Bia?a Podlaska,52.02985858,23.12999194,776,35.48040564,45770,23272,Bia?a Podlaska,lubelskie
2214011,Tczew,54.08608066,18.78530192,787,28.39334538,45024,21579,tczewski,pomorskie
1020031,Zgierz,51.85780168,19.39731232,865,30.0892133,44915,23427,zgierski,?¢dzkie
1219053,Wieliczka,49.97334096,20.06844122,1040,40.38609708,44902,23362,wielicki,ma?opolskie
2401011,B?dzin,50.33887283,19.11821623,987,23.81335479,44190,22374,b?dzi?ski,?l?skie
2471011,Piekary ?l?skie,50.36962453,18.9709695,913,36.92657359,43480,21559,Piekary ?l?skie,?l?skie
2411011,Racib¢rz,50.08648398,18.22243255,808,43.0514006,42586,18385,raciborski,?l?skie
1461011,Ostro??ka,53.08340975,21.59328246,897,38.95766396,41555,21164,Ostro??ka,mazowieckie
2611011,Starachowice,51.03836845,21.08550474,785,31.35551629,40830,20376,starachowicki,?wi?tokrzyskie
1408011,Legionowo,52.40463407,20.93546028,1318,28.06026365,40552,24426,legionowski,mazowieckie
2416021,Zawiercie,50.50323687,19.45743118,873,25.62897699,40421,20430,zawiercia?ski,?l?skie
2410053,Pszczyna,49.98520804,18.91483214,1050,38.53885528,40326,21490,pszczy?ski,?l?skie
1212053,Olkusz,50.26182121,19.60044104,968,37.35491329,39534,21625,olkuski,ma?opolskie
1434123,Wo?omin,52.35205344,21.25253888,1030,37.51901226,39513,22354,wo?omi?ski,mazowieckie
614011,Pu?awy,51.4228771,21.97572783,930,37.1470204,39259,19902,pu?awski,lubelskie
1864011,Tarnobrzeg,50.57507056,21.69293658,756,41.56024579,38590,18715,Tarnobrzeg,podkarpackie
2476011,?wi?toch?owice,50.29729617,18.91258326,792,26.85331925,38165,17037,?wi?toch?owice,?l?skie
1861011,Krosno,49.69223784,21.74891986,838,42.2156013,38104,18460,Krosno,podkarpackie
2610011,Skar?ysko-Kamienna,51.11960227,20.86418697,737,34.38073642,38085,18522,skar?yski,?wi?tokrzyskie
1012011,Radomsko,51.07438861,19.44695065,777,31.60549474,37839,18636,radomszcza?ski,?¢dzkie
1063011,Skierniewice,51.96116455,20.16159039,1074,32.16080402,37829,19303,Skierniewice,?¢dzkie
2415041,Wodzis?aw ?l?ski,50.0044558,18.45370669,964,38.31880648,37604,18701,wodzis?awski,?l?skie
1203033,Chrzan¢w,50.12816602,19.39467874,912,30.88115089,37521,18351,chrzanowski,ma?opolskie
3021163,Swarz?dz,52.43107429,17.10425241,1370,22.60569853,37226,21760,pozna?ski,wielkopolskie
1002011,Kutno,52.22242247,19.39240676,924,35.95966501,36944,17553,kutnowski,?¢dzkie
1803011,D?bica,50.04605403,21.42489041,915,47.62656505,36943,18370,d?bicki,podkarpackie
2215021,Rumia,54.57033462,18.38585943,1046,26.9352518,36916,20850,wejherowski,pomorskie
2215031,Wejherowo,54.60495073,18.25246194,773,27.56463289,36607,19340,wejherowski,pomorskie
2213031,Starogard Gda?ski,53.96932446,18.52049317,763,32.13814468,36339,17431,starogardzki,pomorskie
3006023,Jarocin,51.96291637,17.49550804,800,28.50128461,36080,17515,jaroci?ski,wielkopolskie
3208011,Ko?obrzeg,54.17568097,15.59138431,911,26.74676116,36027,18062,ko?obrzeski,zachodniopomorskie
3030053,Wrze?nia,52.32036756,17.59191359,902,28.89988195,35897,17789,wrzesi?ski,wielkopolskie
1402011,Ciechan¢w,52.87245128,20.61886649,924,28.04752066,35717,19360,ciechanowski,mazowieckie
1417021,Otwock,52.11153454,21.27731577,1219,37.33868065,35154,19449,otwocki,mazowieckie
2402043,Czechowice-Dziedzice,49.89967407,18.96997388,1002,34.1526166,35018,18268,bielski,?l?skie
1014011,Sieradz,51.59747897,18.7456219,902,35.17111352,34899,17503,sieradzki,?¢dzkie
1405043,Grodzisk Mazowiecki,52.09684431,20.6209208,1337,27.60046044,34852,19112,grodziski,mazowieckie
1218013,Andrych¢w,49.82262075,19.37790463,801,43.09873591,34655,17562,wadowicki,ma?opolskie
1209033,My?lenice,49.84945251,19.93330001,775,50.76610381,34273,19188,my?lenicki,ma?opolskie
1206113,Skawina,49.94966646,19.76671952,861,41.16068643,33929,16025,krakowski,ma?opolskie
1019011,Zdu?ska Wola,51.58559659,18.9583239,804,32.16314474,33471,17604,zdu?skowolski,?¢dzkie
2412013,Czerwionka-Leszczyny,50.14090018,18.67006319,888,38.38410422,32464,15199,rybnicki,?l?skie
3026043,?rem,52.08860174,17.01339697,871,25.84696441,32299,16323,?remski,wielkopolskie
3263011,?winouj?cie,53.88122243,14.31209327,916,22.41312989,32000,15598,?winouj?cie,zachodniopomorskie
3012043,Krotoszyn,51.72822069,17.50270282,766,24.10597755,31969,15324,krotoszy?ski,wielkopolskie
2408021,Miko?¢w,50.19330862,18.85379025,1357,29.21038748,31907,17059,miko?owski,?l?skie
617011,?widnik,51.21960619,22.67503907,861,46.61436564,31611,15551,?widnicki,lubelskie
1804011,Jaros?aw,50.0409229,22.67623528,712,45.3384837,31275,15274,jaros?awski,podkarpackie
3211043,Police,53.58121184,14.47753064,956,29.13023163,31045,14981,policki,zachodniopomorskie
3215011,Szczecinek,53.70050179,16.68927122,788,28.45659164,30985,14928,szczecinecki,zachodniopomorskie
1213011,O?wi?cim,50.03541753,19.26107736,898,30.80892868,30889,16083,o?wi?cimski,ma?opolskie
1817011,Sanok,49.55899803,22.22540074,759,38.86767169,30841,14925,sanocki,podkarpackie
201011,Boles?awiec,51.25902559,15.55325833,888,20.76892848,30813,15268,boles?awiecki,dolno?l?skie
1412011,Mi?sk Mazowiecki,52.17486382,21.55711834,1169,36.685642,30809,17391,mi?ski,mazowieckie
1435053,Wyszk¢w,52.58509451,21.46401847,853,36.85806212,30804,16162,wyszkowski,mazowieckie
2202011,Chojnice,53.70458166,17.56183399,807,28.5336856,30749,15140,chojnicki,pomorskie
1438011,?yrard¢w,52.05456758,20.44295742,963,33.61118075,30595,15956,?yrardowski,mazowieckie
1218093,Wadowice,49.86219532,19.50921434,743,43.37804648,30537,15879,wadowicki,ma?opolskie
2209011,Malbork,54.02956852,19.04943339,786,24.95060683,30364,14172,malborski,pomorskie
804011,Nowa S¢l,51.79934748,15.72046246,672,24.77458732,30268,14418,nowosolski,lubuskie
811021,?ary,51.62259182,15.1470713,838,24.80408103,29727,13526,?arski,lubuskie
214011,Ole?nica,51.20675147,17.38233046,894,25.55418719,29702,14616,ole?nicki,dolno?l?skie
2605033,Ko?skie,51.19419316,20.38340936,681,38.49938499,29625,15447,konecki,?wi?tokrzyskie
1805011,Jas?o,49.75323347,21.46826601,743,49.561336,29484,12994,jasielski,podkarpackie
2207011,Kwidzyn,53.71426527,18.94202692,849,25.82599913,29294,13862,kwidzy?ski,pomorskie
1604023,Kluczbork,50.97175183,18.21606346,701,24.10862043,29265,13294,kluczborski,opolskie
2405011,Knur¢w,50.20471108,18.6598637,983,33.12298315,29247,13945,gliwicki,?l?skie
1202023,Brzesko,49.9839507,20.61983888,710,46.09556722,29172,15047,brzeski,ma?opolskie
2264011,Sopot,54.44231675,18.54655038,1797,22.96954315,28521,17336,Sopot,pomorskie
1428011,Sochaczew,52.23465733,20.2512333,990,29.34390261,28421,14129,sochaczewski,mazowieckie
607011,Kra?nik,50.94473765,22.20334313,648,40.50995459,28373,14315,kra?nicki,lubelskie
1601011,Brzeg,50.85695432,17.46042597,857,38.23200298,28306,13405,brzeski,opolskie
3204023,Goleni¢w,53.52928679,14.81975713,956,24.12645591,27914,13222,goleniowski,zachodniopomorskie
1007043,Opoczno,51.40585755,20.29969005,700,34.60468566,27769,16177,opoczy?ski,?¢dzkie
2403011,Cieszyn,49.75221457,18.64521352,952,29.64662689,27451,13074,cieszy?ski,?l?skie
2205083,?ukowo,54.35924931,18.39276598,1036,26.88172043,27407,14973,kartuski,pomorskie
1203053,Trzebinia,50.1710912,19.49680859,902,30.02088284,27385,13887,chrzanowski,ma?opolskie
1213043,K?ty,49.90490968,19.22776272,873,38.21693908,27040,13460,o?wi?cimski,ma?opolskie
202021,Dzier?oni¢w,50.7320752,16.6464797,748,31.39871383,26811,12440,dzier?oniowski,dolno?l?skie
2208011,L?bork,54.53207778,17.75342127,763,26.44822868,26805,13154,l?borski,pomorskie
1211011,Nowy Targ,49.49587732,20.03313058,749,36.99193681,26618,12154,nowotarski,ma?opolskie
2601013,Busko-Zdr¢j,50.47722111,20.7595742,783,33.26503732,26532,13666,buski,?wi?tokrzyskie
2807011,I?awa,53.59817434,19.55493962,847,28.61255498,26461,12505,i?awski,warmi?sko-mazurskie
2815011,Ostr¢da,53.70225142,19.95132553,778,20.80436157,26201,12656,ostr¢dzki,warmi?sko-mazurskie
414093,?wiecie,53.40442022,18.4222704,877,20.30288306,26137,12348,?wiecki,kujawsko-pomorskie
1017093,Wielu?,51.22252978,18.59406924,870,31.99541284,26097,13080,wielu?ski,?¢dzkie
3016013,Oborniki,52.64678082,16.77634435,799,26.13157693,26042,13057,obornicki,wielkopolskie
1206063,Krzeszowice,50.14559253,19.61893241,833,42.66104294,25963,13040,krakowski,ma?opolskie
2401021,Czelad?,50.31196914,19.07949605,991,23.19587629,25801,13774,b?dzi?ski,?l?skie
2409011,Myszk¢w,50.56484145,19.32464002,812,40.98574276,25597,13046,myszkowski,?l?skie
215011,O?awa,50.95888548,17.29094133,987,28.62646434,25552,12719,o?awski,dolno?l?skie
2417011,?ywiec,49.69705661,19.21565653,971,33.84345025,25253,13657,?ywiecki,?l?skie
225021,Zgorzelec,51.14936994,15.01665195,1046,27.82440284,25031,12392,zgorzelecki,dolno?l?skie
3025043,?roda Wielkopolska,52.23662046,17.32348752,899,22.52863171,24908,13272,?redzki,wielkopolskie
410033,Nak?o nad Noteci?,53.14453245,17.64861548,702,36.64864865,24890,11100,nakielski,kujawsko-pomorskie
3021103,Mosina,52.24581233,16.8875516,1003,24.698842,24800,12867,pozna?ski,wielkopolskie
1434031,Z?bki,52.29486603,21.11865714,1330,34.41339066,24770,13024,wo?omi?ski,mazowieckie
3206043,Gryfino,53.23558678,14.56562164,827,40.1459854,24750,12193,gryfi?ski,zachodniopomorskie
2205023,Kartuzy,54.3549221,18.11858775,684,35.92770733,24677,13722,kartuski,pomorskie
1020043,Aleksandr¢w ?¢dzki,51.83041771,19.25547966,969,23.67910137,24638,14422,zgierski,?¢dzkie
1407053,Kozienice,51.589965,21.53422419,969,31.65061691,24529,13292,kozienicki,mazowieckie
1611053,Strzelce Opolskie,50.51551207,18.28625803,750,18.08955224,24515,10050,strzelecki,opolskie
202011,Bielawa,50.67438574,16.59331505,621,28.55035042,24418,10844,dzier?oniowski,dolno?l?skie
1413011,M?awa,53.12495593,20.37094704,929,32.56061599,24307,12208,m?awski,mazowieckie
3022053,Rawicz,51.60966537,16.8889604,804,21.15490376,24102,10910,rawicki,wielkopolskie
223022,D?ugo??ka,51.19322131,17.19737764,1402,30.12606869,23981,13802,wroc?awski,dolno?l?skie
1434021,Marki,52.33253707,21.1228611,1316,32.67514871,23901,12104,wo?omi?ski,mazowieckie
2001011,August¢w,53.85506398,23.01793919,754,35.07924941,23798,10978,augustowski,podlaskie
3029033,Wolsztyn,52.07092186,16.11058929,876,27.84310567,23759,12416,wolszty?ski,wielkopolskie
611011,?uk¢w,51.93315316,22.3877847,787,44.11901802,23748,12872,?ukowski,lubelskie
3020063,Pleszew,51.87611489,17.80932142,662,39.44954128,23680,12644,pleszewski,wielkopolskie
3021011,Lubo?,52.33875318,16.88325432,1127,22.06116598,23660,12556,pozna?ski,wielkopolskie
1201011,Bochnia,49.97395149,20.44318184,993,53.52700425,23483,12461,boche?ski,ma?opolskie
1005011,?owicz,52.10826823,19.9383051,949,32.86980564,23446,12297,?owicki,?¢dzkie
3024073,Szamotu?y,52.57505209,16.55939169,846,25.11261261,23296,11544,szamotulski,wielkopolskie
2806011,Gi?ycko,54.03630696,21.76746828,776,22.53456643,23247,10921,gi?ycki,warmi?sko-mazurskie
808053,?wiebodzin,52.2312885,15.54093303,784,26.43094696,22988,11426,?wiebodzi?ski,lubuskie
2602023,J?drzej¢w,50.64440945,20.31137191,614,41.25837152,22979,11348,j?drzejowski,?wi?tokrzyskie
1205011,Gorlice,49.66346183,21.16521859,690,43.99349182,22830,11063,gorlicki,ma?opolskie
1003023,?ask,51.60817331,19.13247651,748,35.13536891,22509,11561,?aski,?¢dzkie
3027011,Turek,52.01659166,18.4971041,956,33.35140508,22360,11067,turecki,wielkopolskie
3004023,Gosty?,51.89656501,16.98746281,1019,30.04613019,22298,9755,gosty?ski,wielkopolskie
2808011,K?trzyn,54.08395649,21.37537642,716,26.18254497,22121,10507,k?trzy?ski,warmi?sko-mazurskie
2612073,Stasz¢w,50.58404459,21.21023539,724,48.99426595,21957,10987,staszowski,?wi?tokrzyskie
2204011,Pruszcz Gda?ski,54.26152175,18.64301054,1067,21.85736275,21928,11694,gda?ski,pomorskie
208021,K?odzko,50.43996793,16.64670619,752,25.06087282,21910,10678,k?odzki,dolno?l?skie
1217011,Zakopane,49.27152155,19.97446361,864,41.20313533,21862,10589,tatrza?ski,ma?opolskie
1210022,Che?miec,49.65066734,20.6925973,700,52.52998193,21835,12174,nowos?decki,ma?opolskie
2816033,Pisz,53.61133814,21.74523666,532,45.94994088,21834,10148,piski,warmi?sko-mazurskie
1414011,Nowy Dw¢r Mazowiecki,52.43800997,20.69211147,1081,26.52332869,21826,11488,nowodworski,mazowieckie
1610043,Prudnik,50.33582295,17.52242489,637,37.86523554,21815,10062,prudnicki,opolskie
402011,Brodnica,53.26386495,19.3931303,830,37.54680793,21799,10949,brodnicki,kujawsko-pomorskie
1815033,Ropczyce,50.02038952,21.56083019,554,59.05234657,21665,11080,ropczycko-s?dziszowski,podkarpackie
602011,Bi?goraj,50.53945262,22.71013102,729,41.13632335,21610,11282,bi?gorajski,lubelskie
1802013,Brzoz¢w,49.68525444,22.02166399,547,49.93312954,21570,10468,brzozowski,podkarpackie
1219043,Niepo?omice,50.0396424,20.24833105,923,42.34564667,21459,11451,wielicki,ma?opolskie
2204042,Pruszcz Gda?ski,54.26605399,18.64408009,1175,23.24638703,21262,11348,gda?ski,pomorskie
219063,Strzegom,50.95718656,16.36095491,655,29.28790199,21021,10448,?widnicki,dolno?l?skie
3021042,Czerwonak,52.49921429,17.03971328,1123,22.45957946,20990,11937,pozna?ski,wielkopolskie
1206162,Zabierz¢w,50.11949906,19.75436484,1327,35.94367589,20886,12144,krakowski,ma?opolskie
1606023,Namys?¢w,51.0781736,17.71759269,706,36.15052991,20833,11134,namys?owski,opolskie
2403103,Skocz¢w,49.81555695,18.78729072,800,36.71787567,20807,9829,cieszy?ski,?l?skie
2011083,Sok¢?ka,53.37298497,23.48333125,582,54.3747653,20799,10652,sok¢lski,podlaskie
2003011,Bielsk Podlaski,52.75995298,23.18573697,852,30.28210117,20780,10280,bielski,podlaskie
216043,Polkowice,51.50211865,16.09828185,1285,37.02514223,20743,10898,polkowicki,dolno?l?skie
1418013,G¢ra Kalwaria,51.97474841,21.17399478,986,32.31886723,20673,10876,piaseczy?ski,mazowieckie
1216092,Tarn¢w,49.99963733,21.00031008,783,60.73483021,20549,10778,tarnowski,ma?opolskie
3015043,Nowy Tomy?l,52.30313986,16.13557281,986,21.40436747,20494,10624,nowotomyski,wielkopolskie
809063,Sulech¢w,52.09709561,15.6073696,695,22.38821036,20325,9907,zielonog¢rski,lubuskie
1806023,Kolbuszowa,50.21560784,21.80290253,554,73.65634366,20277,10010,kolbuszowski,podkarpackie
1803042,D?bica,50.05193491,21.46074381,650,57.56860431,20228,10167,d?bicki,podkarpackie
3021072,Komorniki,52.32345163,16.81253181,1414,16.95102283,20214,11781,pozna?ski,wielkopolskie
3021093,K¢rnik,52.25415693,17.05982336,1243,15.2453271,20192,11984,pozna?ski,wielkopolskie
810021,?aga?,51.60675592,15.30479637,798,18.95937277,20135,9821,?aga?ski,lubuskie
1607013,G?ucho?azy,50.33324361,17.37277771,597,29.85127064,20054,8539,nyski,opolskie
3028011,W?growiec,52.80988783,17.20004371,806,21.90050525,20017,10292,w?growiecki,wielkopolskie
3021172,Tarnowo Podg¢rne,52.44648555,16.6768384,1885,17.94708827,19946,12587,pozna?ski,wielkopolskie
409033,Mogilno,52.65031994,17.95740329,633,23.42533616,19939,9891,mogile?ski,kujawsko-pomorskie
1406053,Gr¢jec,51.87168334,20.88967143,1022,26.91399981,19923,10593,gr¢jecki,mazowieckie
2609011,Sandomierz,50.6787074,21.74391179,866,36.65222211,19872,9923,sandomierski,?wi?tokrzyskie
1432053,?omianki,52.34590468,20.86648381,2421,28.82367169,19865,12403,warszawski zachodni,mazowieckie
1421033,Brwin¢w,52.14172275,20.73200238,1674,28.38931955,19839,11610,pruszkowski,mazowieckie
3217011,Wa?cz,53.26721323,16.45327559,747,28.63197319,19721,10146,wa?ecki,zachodniopomorskie
803023,Mi?dzyrzecz,52.43502275,15.59028946,769,21.46238822,19711,9505,mi?dzyrzecki,lubuskie
1434093,Radzymin,52.43004411,21.16992112,1109,41.63516068,19599,10580,wo?omi?ski,mazowieckie
3204043,Nowogard,53.67617696,15.12908557,604,20.56338028,19563,9940,goleniowski,zachodniopomorskie
1418023,Konstancin-Jeziorna,52.08324107,21.1357586,3163,30.1685494,19505,11154,piaseczy?ski,mazowieckie
419063,?nin,52.85158127,17.72704078,598,24.48227798,19471,10044,?ni?ski,kujawsko-pomorskie
2211072,Puck,54.70117349,18.32693866,537,30.56282089,19434,10323,pucki,pomorskie
2815083,Mor?g,53.91088758,19.92431403,647,20.43080237,19398,9285,ostr¢dzki,warmi?sko-mazurskie
3008033,K?pno,51.32718125,18.01272679,1002,29.40891003,19384,10303,k?pi?ski,wielkopolskie
1424043,Pu?tusk,52.73340421,21.09133735,856,41.90216332,19338,10262,pu?tuski,mazowieckie
213033,Milicz,51.52798899,17.28829355,671,22.22222222,19325,9252,milicki,dolno?l?skie
2801011,Bartoszyce,54.25557139,20.80309626,740,27.46064046,19288,9337,bartoszycki,warmi?sko-mazurskie
2201023,Byt¢w,54.156579,17.49742992,735,28.70720491,19285,9785,bytowski,pomorskie
1207072,Limanowa,49.71933687,20.4259361,562,50.58425881,19230,10355,limanowski,ma?opolskie
3011011,Ko?cian,52.0829735,16.64028865,1002,27.36531215,19132,9819,ko?cia?ski,wielkopolskie
3018073,Ostrzesz¢w,51.42703114,17.89360896,867,25.19995845,19075,9627,ostrzeszowski,wielkopolskie
2817011,Szczytno,53.56292923,20.98579131,746,30.97598365,19011,9785,szczycie?ski,warmi?sko-mazurskie
1006073,Koluszki,51.72948193,19.84136599,888,34.84833802,18957,10319,?¢dzki wschodni,?¢dzkie
1815043,S?dzisz¢w Ma?opolski,50.07434939,21.71558407,513,72.72727273,18954,9317,ropczycko-s?dziszowski,podkarpackie
1210042,Gryb¢w,49.61302037,20.94167011,403,68.36425596,18949,10564,nowos?decki,ma?opolskie
205011,Jawor,51.06908992,16.18350186,748,28.00256219,18923,9367,jaworski,dolno?l?skie
620142,Zamo??,50.707755,23.22474873,583,47.48757592,18887,9055,zamojski,lubelskie
410053,Szubin,53.01141984,17.71404802,675,17.82928943,18876,9232,nakielski,kujawsko-pomorskie
3205023,Gryfice,53.90631694,15.16819729,667,17.55958659,18874,9482,gryficki,zachodniopomorskie
3002073,Trzcianka,53.0432751,16.46877017,665,32.17134739,18832,9151,czarnkowsko-trzcianecki,wielkopolskie
3021052,Dopiewo,52.368925,16.70693111,1578,16.53819201,18831,11416,pozna?ski,wielkopolskie
1211092,Nowy Targ,49.48280605,20.05995357,301,47.09884467,18773,7790,nowotarski,ma?opolskie
